ID,label
S10596,35829
S10597,35829
S10598,35829
S10599,35829
S10600,35829
S10601,35829
S10602,35829
S10603,35829
S10604,35829
S10605,1
S10606,0
S10607,6615
S10608,35853
S10609,35853
S10610,35853
S10611,35853
S10612,35853
S10613,35853
S10614,35853
S10615,35853
S10616,35829
S10617,35829
S10618,35829
S10619,1
S10620,0
S10621,6615
S10622,6615
S10623,6615
S10624,35853
S10625,35853
S10626,35853
S10627,35853
S10628,35853
S10629,35853
S10630,35853
S10631,35829
S10632,35829
S10633,35829
S10634,35829
S10635,1
S10636,0
S10637,6615
S10638,35853
S10639,35853
S10640,35853
S10641,35853
S10642,35853
S10643,35853
S10644,35853
S10645,35853
S10646,35853
S10647,35853
S10648,35853
S10649,35853
S10650,35853
S10651,1
S10652,0
S10653,6615
S10654,35853
S10655,35853
S10656,35853
S10657,35853
S10658,35853
S10659,35853
S10660,35853
S10661,35853
S10662,35853
S10663,35853
S10664,35853
S10665,35853
S10666,35853
S10667,35853
S10668,1
S10669,0
S10670,6615
S10671,6615
S10672,6615
S10673,6615
S10674,35853
S10675,35853
S10676,35853
S10677,35853
S10678,35853
S10679,35853
S10680,1
S10681,0
S10682,6615
S10683,6615
S10684,6615
S10685,6615
S10686,6615
S10687,6615
S10688,35853
S10689,35853
S10690,35853
S10691,35853
S10692,1
S10693,0
S10694,6615
S10695,6615
S10696,6615
S10697,6615
S10698,1
S10699,0
S10700,6615
S10701,6615
S10702,6615
S10703,6615
S10704,6615
S10705,6615
S10706,1
S10707,0
S10708,6615
S10709,6615
S10710,6615
S10711,35853
S10712,35853
S10713,35853
S10714,35853
S10715,35853
S10716,35853
S10717,35853
S10718,35829
S10719,35829
S10720,35829
S10721,1
S10722,0
S10723,6615
S10724,6615
S10725,6615
S10726,6615
S10727,6615
S10728,6615
S10729,6615
S10730,35853
S10731,35853
S10732,35853
S10733,1
S10734,0
S10735,6615
S10736,6615
S10737,6615
S10738,35853
S10739,35853
S10740,35853
S10741,35853
S10742,35853
S10743,35853
S10744,35853
S10745,35829
S10746,35829
S10747,35829
S10748,35829
S10749,35829
S10750,35829
S10751,1
S10752,0
S10753,6615
S10754,6615
S10755,6615
S10756,6615
S10757,35853
S10758,35853
S10759,35853
S10760,35853
S10761,35853
S10762,35853
S10763,1
S10764,0
S10765,35853
S10766,35853
S10767,35853
S10768,35853
S10769,35853
S10770,35853
S10771,35853
S10772,35853
S10773,35853
S10774,35853
S10775,35853
S10776,35853
S10777,1
S10778,0
S10779,6615
S10780,6615
S10781,6615
S10782,6615
S10783,6615
S10784,6615
S10785,6615
S10786,35853
S10787,35853
S10788,35853
S10789,1
S10790,0
S10791,6615
S10792,6615
S10793,35853
S10794,35853
S10795,35853
S10796,35853
S10797,35853
S10798,35853
S10799,35853
S10800,35853
S10801,35829
S10802,35829
S10803,35829
S10804,35829
S10805,1
S10806,0
S10807,6615
S10808,6615
S10809,6615
S10810,35853
S10811,35853
S10812,35853
S10813,35853
S10814,35853
S10815,35853
S10816,35853
S10817,35829
S10818,35829
S10819,1
S10820,0
S10821,6615
S10822,6615
S10823,6615
S10824,6615
S10825,35853
S10826,35853
S10827,35853
S10828,35853
S10829,35853
S10830,35853
S10831,1
S10832,0
S10833,6615
S10834,6615
S10835,35853
S10836,35853
S10837,35853
S10838,35853
S10839,35853
S10840,35853
S10841,35853
S10842,35853
S10843,35829
S10844,1
S10845,0
S10846,6615
S10847,6615
S10848,6615
S10849,6615
S10850,35853
S10851,35853
S10852,35853
S10853,35853
S10854,35853
S10855,35853
S10856,35829
S10857,35829
S10858,1
S10859,0
S10860,35853
S10861,35853
S10862,35829
S10863,35829
S10864,35829
S10865,35829
S10866,35829
S10867,35829
S10868,35829
S10869,35829
S10870,35829
S10871,35829
S10872,35829
S10873,35829
S10874,1
S10875,0
S10876,6615
S10877,6615
S10878,6615
S10879,6615
S10880,35853
S10881,35853
S10882,35853
S10883,35853
S10884,35853
S10885,35853
S10886,35829
S10887,1
S10888,0
S10889,6615
S10890,6615
S10891,6615
S10892,6615
S10893,6615
S10894,6615
S10895,6615
S10896,6615
S10897,1
S10898,0
S10899,6615
S10900,6615
S10901,6615
S10902,6615
S10903,6615
S10904,6615
S10905,1
S10906,0
S10907,6615
S10908,35853
S10909,35829
S10910,35829
S10911,35829
S10912,35829
S10913,35829
S10914,35829
S10915,35829
S10916,35829
S10917,35829
S10918,35829
S10919,35829
S10920,35829
S10921,35829
S10922,35829
S10923,1
S10924,0
S10925,6615
S10926,6615
S10927,6615
S10928,6615
S10929,6615
S10930,6615
S10931,6615
S10932,35853
S10933,35853
S10934,1
S10935,0
S10936,6615
S10937,35853
S10938,35853
S10939,35853
S10940,35853
S10941,35853
S10942,35853
S10943,35853
S10944,35853
S10945,35853
S10946,35853
S10947,35853
S10948,35853
S10949,35853
S10950,1
S10951,0
S10952,6615
S10953,6615
S10954,6615
S10955,35853
S10956,35853
S10957,35853
S10958,35853
S10959,35853
S10960,35853
S10961,35853
S10962,35829
S10963,35829
S10964,35829
S10965,1
S10966,0
S10967,6615
S10968,35853
S10969,35853
S10970,35853
S10971,35853
S10972,35853
S10973,35853
S10974,35853
S10975,35853
S10976,35853
S10977,35853
S10978,35853
S10979,35853
S10980,35853
S10981,35853
S10982,35853
S10983,1
S10984,0
S10985,6615
S10986,6615
S10987,6615
S10988,6615
S10989,35853
S10990,35853
S10991,35853
S10992,35853
S10993,35853
S10994,35853
S10995,35829
S10996,35829
S10997,35829
S10998,35829
S10999,35829
S11000,35829
S11001,1
S11002,0
S11003,6615
S11004,35853
S11005,35853
S11006,35853
S11007,35853
S11008,35853
S11009,35853
S11010,35853
S11011,35853
S11012,35853
S11013,35853
S11014,35853
S11015,35853
S11016,35853
S11017,35853
S11018,1
S11019,0
S11020,6615
S11021,35853
S11022,35853
S11023,35853
S11024,35853
S11025,35853
S11026,35853
S11027,35853
S11028,35853
S11029,35853
S11030,35853
S11031,35853
S11032,35853
S11033,35853
S11034,1
S11035,0
S11036,6615
S11037,6615
S11038,6615
S11039,6615
S11040,35853
S11041,35853
S11042,35853
S11043,35853
S11044,35853
S11045,35853
S11046,35829
S11047,35829
S11048,35829
S11049,35829
S11050,35829
S11051,1
S11052,0
S11053,35853
S11054,35853
S11055,35853
S11056,35853
S11057,35853
S11058,35853
S11059,35853
S11060,35853
S11061,35853
S11062,35829
S11063,35829
S11064,35829
S11065,35829
S11066,35829
S11067,35829
S11068,35829
S11069,1
S11070,0
S11071,1
S11072,0
S11073,6615
S11074,6615
S11075,35853
S11076,35853
S11077,35853
S11078,35853
S11079,35853
S11080,35853
S11081,35853
S11082,35853
S11083,35829
S11084,35829
S11085,35829
S11086,35829
S11087,35829
S11088,35829
S11089,1
S11090,0
S11091,6615
S11092,6615
S11093,6615
S11094,35853
S11095,35853
S11096,35853
S11097,35853
S11098,35853
S11099,35853
S11100,35853
S11101,35853
S11102,35829
S11103,35829
S11104,35829
S11105,35829
S11106,1
S11107,0
S11108,6615
S11109,6615
S11110,6615
S11111,6615
S11112,35853
S11113,35853
S11114,35853
S11115,35853
S11116,35853
S11117,35853
S11118,35829
S11119,35829
S11120,35829
S11121,35829
S11122,1
S11123,0
S11124,6615
S11125,6615
S11126,6615
S11127,35853
S11128,35853
S11129,35853
S11130,35853
S11131,35853
S11132,35853
S11133,35853
S11134,35829
S11135,35829
S11136,35829
S11137,35829
S11138,35829
S11139,35829
S11140,1
S11141,0
S11142,6615
S11143,35853
S11144,35829
S11145,35829
S11146,35829
S11147,35829
S11148,35829
S11149,35829
S11150,35829
S11151,35829
S11152,35829
S11153,35829
S11154,35829
S11155,35829
S11156,35829
S11157,1
S11158,0
S11159,6615
S11160,6615
S11161,6615
S11162,6615
S11163,6615
S11164,6615
S11165,35853
S11166,35853
S11167,35853
S11168,35853
S11169,35829
S11170,1
S11171,0
S11172,6615
S11173,6615
S11174,6615
S11175,35853
S11176,35853
S11177,35853
S11178,35853
S11179,35853
S11180,35853
S11181,35853
S11182,35829
S11183,35829
S11184,35829
S11185,35829
S11186,35829
S11187,35829
S11188,1
S11189,0
S11190,6615
S11191,35853
S11192,35853
S11193,35829
S11194,35829
S11195,35853
S11196,35853
S11197,35853
S11198,35829
S11199,35829
S11200,35829
S11201,35829
S11202,35829
S11203,35829
S11204,35829
S11205,1
S11206,0
S11207,6615
S11208,35853
S11209,35853
S11210,35853
S11211,35853
S11212,35853
S11213,35853
S11214,35853
S11215,35853
S11216,35829
S11217,35829
S11218,35829
S11219,35829
S11220,35829
S11221,35829
S11222,1
S11223,0
S11224,6615
S11225,6615
S11226,6615
S11227,6615
S11228,6615
S11229,6615
S11230,1
S11231,0
S11232,6615
S11233,35853
S11234,35853
S11235,35853
S11236,35853
S11237,35853
S11238,35853
S11239,35853
S11240,35853
S11241,35829
S11242,35829
S11243,35829
S11244,35829
S11245,35829
S11246,1
S11247,0
S11248,6615
S11249,6615
S11250,6615
S11251,6615
S11252,6615
S11253,6615
S11254,35853
S11255,1
S11256,0
S11257,6615
S11258,6615
S11259,6615
S11260,35853
S11261,35853
S11262,35853
S11263,35853
S11264,35853
S11265,35853
S11266,35853
S11267,35829
S11268,35829
S11269,35829
S11270,35829
S11271,35829
S11272,1
S11273,0
S11274,6615
S11275,6615
S11276,6615
S11277,6615
S11278,35853
S11279,35853
S11280,35853
S11281,35853
S11282,35853
S11283,35853
S11284,35829
S11285,35829
S11286,1
S11287,0
S11288,6615
S11289,35853
S11290,35829
S11291,35829
S11292,35829
S11293,35829
S11294,35829
S11295,35829
S11296,35829
S11297,35829
S11298,35829
S11299,35829
S11300,35829
S11301,35829
S11302,35829
S11303,1
S11304,0
S11305,6615
S11306,35853
S11307,35853
S11308,35829
S11309,35829
S11310,35853
S11311,35853
S11312,35853
S11313,35829
S11314,35829
S11315,35829
S11316,35829
S11317,35829
S11318,35829
S11319,35829
S11320,1
S11321,0
S11322,6615
S11323,6615
S11324,6615
S11325,35853
S11326,35853
S11327,35853
S11328,35853
S11329,35853
S11330,35853
S11331,35853
S11332,35829
S11333,35829
S11334,35829
S11335,35829
S11336,1
S11337,0
S11338,6615
S11339,6615
S11340,6615
S11341,6615
S11342,35853
S11343,35853
S11344,35853
S11345,35853
S11346,35853
S11347,35853
S11348,35829
S11349,35829
S11350,35829
S11351,35829
S11352,35829
S11353,35829
S11354,1
S11355,0
S11356,6615
S11357,6615
S11358,35853
S11359,35853
S11360,35853
S11361,35853
S11362,35853
S11363,35853
S11364,35853
S11365,35853
S11366,35829
S11367,35829
S11368,35829
S11369,35829
S11370,1
S11371,0
S11372,6615
S11373,6615
S11374,6615
S11375,6615
S11376,35853
S11377,35853
S11378,35853
S11379,35853
S11380,35853
S11381,35853
S11382,35829
S11383,1
S11384,0
S11385,6615
S11386,35853
S11387,35853
S11388,35853
S11389,35853
S11390,35853
S11391,35853
S11392,35853
S11393,35853
S11394,35853
S11395,35829
S11396,35829
S11397,35829
S11398,35829
S11399,35829
S11400,35829
S11401,1
S11402,0
S11403,6615
S11404,6615
S11405,6615
S11406,35853
S11407,35853
S11408,35853
S11409,35853
S11410,35853
S11411,35853
S11412,35853
S11413,35829
S11414,35829
S11415,35829
S11416,1
S11417,0
S11418,6615
S11419,35853
S11420,35829
S11421,35829
S11422,35829
S11423,35829
S11424,35829
S11425,35829
S11426,35829
S11427,35829
S11428,35829
S11429,35829
S11430,35829
S11431,1
S11432,0
S11433,6615
S11434,6615
S11435,35853
S11436,35853
S11437,35853
S11438,35853
S11439,35853
S11440,35853
S11441,35853
S11442,35853
S11443,35853
S11444,35853
S11445,35853
S11446,35853
S11447,1
S11448,0
S11449,6615
S11450,6615
S11451,6615
S11452,35853
S11453,35853
S11454,35853
S11455,35853
S11456,35853
S11457,35853
S11458,35853
S11459,35829
S11460,1
S11461,0
S11462,6615
S11463,6615
S11464,6615
S11465,6615
S11466,6615
S11467,6615
S11468,6615
S11469,6615
S11470,1548
S11471,1548
S11472,1
S11473,0
S11474,6615
S11475,6615
S11476,6615
S11477,35853
S11478,35853
S11479,35853
S11480,35853
S11481,35853
S11482,35853
S11483,35853
S11484,35829
S11485,35829
S11486,35829
S11487,35829
S11488,1
S11489,0
S11490,6615
S11491,35853
S11492,35853
S11493,35853
S11494,35853
S11495,35853
S11496,35853
S11497,35853
S11498,35853
S11499,35853
S11500,35853
S11501,35853
S11502,35853
S11503,35853
S11504,35853
S11505,1
S11506,0
S11507,6615
S11508,35853
S11509,35853
S11510,35853
S11511,35853
S11512,35853
S11513,35853
S11514,35853
S11515,35853
S11516,35829
S11517,35829
S11518,35829
S11519,35829
S11520,1
S11521,0
S11522,6615
S11523,6615
S11524,6615
S11525,6615
S11526,6615
S11527,6615
S11528,6615
S11529,6615
S11530,1548
S11531,1
S11532,0
S11533,6615
S11534,6615
S11535,6615
S11536,35853
S11537,35853
S11538,35853
S11539,35853
S11540,35853
S11541,35853
S11542,35853
S11543,35829
S11544,1
S11545,0
S11546,6615
S11547,6615
S11548,6615
S11549,6615
S11550,6615
S11551,6615
S11552,6615
S11553,6615
S11554,1548
S11555,1548
S11556,1
S11557,0
S11558,6615
S11559,6615
S11560,6615
S11561,6615
S11562,6615
S11563,35853
S11564,35853
S11565,35853
S11566,35853
S11567,35853
S11568,35829
S11569,35829
S11570,1
S11571,0
S11572,6615
S11573,6615
S11574,6615
S11575,6615
S11576,6615
S11577,6615
S11578,6615
S11579,6615
S11580,1548
S11581,1
S11582,0
S11583,6615
S11584,6615
S11585,35853
S11586,35853
S11587,35853
S11588,35853
S11589,35853
S11590,35853
S11591,35853
S11592,35853
S11593,35829
S11594,35829
S11595,1
S11596,0
S11597,35853
S11598,35853
S11599,35853
S11600,35853
S11601,35853
S11602,35853
S11603,35853
S11604,35853
S11605,35853
S11606,35853
S11607,35853
S11608,35853
S11609,35853
S11610,1
S11611,0
S11612,6615
S11613,6615
S11614,6615
S11615,6615
S11616,6615
S11617,6615
S11618,6615
S11619,35853
S11620,1
S11621,0
S11622,6615
S11623,6615
S11624,6615
S11625,6615
S11626,6615
S11627,6615
S11628,1
S11629,0
S11630,6615
S11631,6615
S11632,6615
S11633,35853
S11634,35853
S11635,35853
S11636,35853
S11637,35853
S11638,35853
S11639,35853
S11640,35829
S11641,35829
S11642,35829
S11643,35829
S11644,35829
S11645,1
S11646,0
S11647,6615
S11648,6615
S11649,6615
S11650,35853
S11651,35853
S11652,35853
S11653,35853
S11654,35853
S11655,35853
S11656,35853
S11657,35829
S11658,35829
S11659,35829
S11660,35829
S11661,35829
S11662,1
S11663,0
S11664,6615
S11665,6615
S11666,6615
S11667,6615
S11668,35853
S11669,35853
S11670,35853
S11671,35853
S11672,35853
S11673,35853
S11674,35829
S11675,35829
S11676,1
S11677,0
S11678,6615
S11679,35853
S11680,35853
S11681,35853
S11682,35853
S11683,35853
S11684,35853
S11685,35853
S11686,35853
S11687,35853
S11688,35853
S11689,35853
S11690,35853
S11691,35853
S11692,35853
S11693,1
S11694,0
S11695,6615
S11696,6615
S11697,6615
S11698,6615
S11699,6615
S11700,1
S11701,0
S11702,6615
S11703,6615
S11704,35853
S11705,35853
S11706,35853
S11707,35853
S11708,35853
S11709,35853
S11710,35853
S11711,35853
S11712,35853
S11713,35853
S11714,35853
S11715,1
S11716,0
S11717,6615
S11718,6615
S11719,6615
S11720,6615
S11721,6615
S11722,6615
S11723,1
S11724,0
S11725,6615
S11726,35853
S11727,35853
S11728,35853
S11729,35853
S11730,35853
S11731,35853
S11732,35853
S11733,35853
S11734,35853
S11735,35853
S11736,35853
S11737,1
S11738,0
S11739,6615
S11740,35853
S11741,35853
S11742,35853
S11743,35853
S11744,35853
S11745,35853
S11746,35853
S11747,35853
S11748,35829
S11749,35829
S11750,35829
S11751,1
S11752,0
S11753,6615
S11754,35853
S11755,35853
S11756,35853
S11757,35853
S11758,35853
S11759,35853
S11760,35853
S11761,35853
S11762,35853
S11763,35829
S11764,35829
S11765,35829
S11766,35829
S11767,35829
S11768,35829
S11769,1
S11770,0
S11771,6615
S11772,6615
S11773,6615
S11774,6615
S11775,35853
S11776,35853
S11777,35853
S11778,35853
S11779,35853
S11780,35853
S11781,35829
S11782,35829
S11783,35829
S11784,1
S11785,0
S11786,6615
S11787,35853
S11788,35853
S11789,35853
S11790,35853
S11791,35853
S11792,35853
S11793,35853
S11794,35853
S11795,35853
S11796,35853
S11797,35853
S11798,1
S11799,0
S11800,6615
S11801,6615
S11802,6615
S11803,6615
S11804,35853
S11805,35853
S11806,35853
S11807,35853
S11808,35853
S11809,35853
S11810,35829
S11811,35829
S11812,1
S11813,0
S11814,6615
S11815,6615
S11816,35853
S11817,35853
S11818,35853
S11819,35853
S11820,35853
S11821,35853
S11822,35853
S11823,35853
S11824,35853
S11825,35853
S11826,1
S11827,0
S11828,6615
S11829,6615
S11830,6615
S11831,6615
S11832,6615
S11833,6615
S11834,35853
S11835,35853
S11836,35853
S11837,35853
S11838,1
S11839,0
S11840,6615
S11841,6615
S11842,6615
S11843,6615
S11844,6615
S11845,6615
S11846,1
S11847,0
S11848,6615
S11849,6615
S11850,6615
S11851,35853
S11852,35853
S11853,35853
S11854,35853
S11855,35853
S11856,35853
S11857,35853
S11858,35829
S11859,35829
S11860,35829
S11861,35829
S11862,35829
S11863,1
S11864,0
S11865,6615
S11866,6615
S11867,6615
S11868,35853
S11869,35853
S11870,35853
S11871,35853
S11872,35853
S11873,35853
S11874,35853
S11875,35829
S11876,35829
S11877,35829
S11878,35829
S11879,35829
S11880,1
S11881,0
S11882,6615
S11883,6615
S11884,35853
S11885,35853
S11886,35853
S11887,35853
S11888,35853
S11889,35853
S11890,35853
S11891,35853
S11892,35829
S11893,35829
S11894,1
S11895,0
S11896,6615
S11897,35853
S11898,35853
S11899,35853
S11900,35853
S11901,35853
S11902,35853
S11903,35853
S11904,35853
S11905,35829
S11906,35829
S11907,35829
S11908,1
S11909,0
S11910,6615
S11911,6615
S11912,6615
S11913,6615
S11914,6615
S11915,6615
S11916,6615
S11917,1
S11918,0
S11919,6615
S11920,6615
S11921,6615
S11922,35853
S11923,35853
S11924,35853
S11925,35853
S11926,35853
S11927,35853
S11928,35853
S11929,35829
S11930,35829
S11931,35829
S11932,35829
S11933,1
S11934,0
S11935,6615
S11936,35853
S11937,35853
S11938,35853
S11939,35853
S11940,35853
S11941,35853
S11942,35853
S11943,35853
S11944,35853
S11945,35829
S11946,35829
S11947,35829
S11948,35829
S11949,1
S11950,0
S11951,6615
S11952,6615
S11953,6615
S11954,35853
S11955,35853
S11956,35853
S11957,35853
S11958,35853
S11959,35853
S11960,35853
S11961,1
S11962,0
S11963,6615
S11964,6615
S11965,6615
S11966,6615
S11967,6615
S11968,6615
S11969,6615
S11970,6615
S11971,1548
S11972,1548
S11973,1548
S11974,1
S11975,0
S11976,6615
S11977,35853
S11978,35853
S11979,35853
S11980,35853
S11981,35853
S11982,35853
S11983,35853
S11984,35853
S11985,35829
S11986,35829
S11987,35829
S11988,35829
S11989,35829
S11990,35829
S11991,1
S11992,0
S11993,6615
S11994,6615
S11995,6615
S11996,6615
S11997,6615
S11998,6615
S11999,6615
S12000,6615
S12001,1
S12002,0
S12003,6615
S12004,6615
S12005,35853
S12006,35853
S12007,35853
S12008,35853
S12009,35853
S12010,35853
S12011,35853
S12012,35853
S12013,35829
S12014,35829
S12015,35829
S12016,35829
S12017,1
S12018,0
S12019,6615
S12020,35853
S12021,35829
S12022,35829
S12023,35829
S12024,35829
S12025,35829
S12026,35829
S12027,35829
S12028,35829
S12029,35829
S12030,35829
S12031,35829
S12032,35829
S12033,1
S12034,0
S12035,6615
S12036,6615
S12037,6615
S12038,35853
S12039,35853
S12040,35853
S12041,35853
S12042,35853
S12043,35853
S12044,35853
S12045,35829
S12046,35829
S12047,1
S12048,0
S12049,6615
S12050,35853
S12051,35853
S12052,35829
S12053,35829
S12054,35853
S12055,35853
S12056,35853
S12057,35829
S12058,35829
S12059,35829
S12060,35829
S12061,35829
S12062,35829
S12063,35829
S12064,1
S12065,0
S12066,6615
S12067,6615
S12068,6615
S12069,6615
S12070,35853
S12071,35853
S12072,35853
S12073,35853
S12074,35853
S12075,35853
S12076,35829
S12077,35829
S12078,1
S12079,0
S12080,6615
S12081,35853
S12082,35829
S12083,35829
S12084,35829
S12085,35829
S12086,35829
S12087,35829
S12088,35829
S12089,35829
S12090,35829
S12091,35829
S12092,35829
S12093,35829
S12094,35829
S12095,1
S12096,0
S12097,6615
S12098,35853
S12099,35853
S12100,35829
S12101,35829
S12102,35853
S12103,35853
S12104,35853
S12105,35829
S12106,35829
S12107,35829
S12108,35829
S12109,35829
S12110,35829
S12111,35829
S12112,1
S12113,0
S12114,6615
S12115,6615
S12116,6615
S12117,35853
S12118,35853
S12119,35853
S12120,35853
S12121,35853
S12122,35853
S12123,35853
S12124,35829
S12125,35829
S12126,35829
S12127,35829
S12128,1
S12129,0
S12130,6615
S12131,6615
S12132,6615
S12133,35853
S12134,35853
S12135,35853
S12136,35853
S12137,35853
S12138,35853
S12139,35853
S12140,35829
S12141,1
S12142,0
S12143,6615
S12144,6615
S12145,6615
S12146,6615
S12147,35853
S12148,35853
S12149,35853
S12150,35853
S12151,35853
S12152,1
S12153,0
S12154,6615
S12155,6615
S12156,6615
S12157,6615
S12158,6615
S12159,6615
S12160,35853
S12161,35853
S12162,35853
S12163,35853
S12164,1
S12165,0
S12166,6615
S12167,6615
S12168,6615
S12169,6615
S12170,6615
S12171,6615
S12172,6615
S12173,1
S12174,0
S12175,6615
S12176,6615
S12177,6615
S12178,6615
S12179,6615
S12180,6615
S12181,6615
S12182,35853
S12183,1548
S12184,1
S12185,0
S12186,6615
S12187,6615
S12188,6615
S12189,6615
S12190,35853
S12191,35853
S12192,35853
S12193,35853
S12194,35853
S12195,35853
S12196,35829
S12197,35829
S12198,1
S12199,0
S12200,6615
S12201,35853
S12202,35853
S12203,35853
S12204,35853
S12205,35853
S12206,35853
S12207,35853
S12208,35853
S12209,35853
S12210,35829
S12211,35829
S12212,35829
S12213,35829
S12214,35829
S12215,1
S12216,0
S12217,6615
S12218,6615
S12219,35853
S12220,35853
S12221,35853
S12222,35853
S12223,35853
S12224,35853
S12225,35853
S12226,35853
S12227,35829
S12228,35829
S12229,35829
S12230,35829
S12231,1
S12232,0
S12233,6615
S12234,6615
S12235,6615
S12236,6615
S12237,6615
S12238,6615
S12239,6615
S12240,35853
S12241,1
S12242,0
S12243,6615
S12244,6615
S12245,6615
S12246,35853
S12247,35853
S12248,35853
S12249,35853
S12250,35853
S12251,35853
S12252,35853
S12253,35829
S12254,35829
S12255,35829
S12256,1
S12257,0
S12258,6615
S12259,6615
S12260,6615
S12261,6615
S12262,6615
S12263,6615
S12264,35853
S12265,35853
S12266,35853
S12267,1
S12268,0
S12269,6615
S12270,35853
S12271,35853
S12272,35853
S12273,35853
S12274,35853
S12275,35853
S12276,35853
S12277,35853
S12278,35829
S12279,35829
S12280,35829
S12281,35829
S12282,35829
S12283,35829
S12284,1
S12285,0
S12286,6615
S12287,6615
S12288,6615
S12289,35853
S12290,35853
S12291,35853
S12292,35853
S12293,35853
S12294,35853
S12295,35853
S12296,35829
S12297,35829
S12298,35829
S12299,35829
S12300,35829
S12301,1
S12302,0
S12303,6615
S12304,6615
S12305,6615
S12306,35853
S12307,35853
S12308,35853
S12309,35853
S12310,35853
S12311,35853
S12312,35853
S12313,35829
S12314,35829
S12315,35829
S12316,35829
S12317,1
S12318,0
S12319,6615
S12320,6615
S12321,6615
S12322,35853
S12323,35853
S12324,35853
S12325,35853
S12326,35853
S12327,1
S12328,0
S12329,6615
S12330,6615
S12331,6615
S12332,35853
S12333,35853
S12334,35853
S12335,35853
S12336,35853
S12337,35853
S12338,35853
S12339,35829
S12340,1
S12341,0
S12342,6615
S12343,6615
S12344,35853
S12345,35853
S12346,35853
S12347,35853
S12348,35853
S12349,35853
S12350,35853
S12351,35853
S12352,35829
S12353,35829
S12354,1
S12355,0
S12356,6615
S12357,6615
S12358,6615
S12359,6615
S12360,6615
S12361,1
S12362,0
S12363,6615
S12364,6615
S12365,6615
S12366,6615
S12367,35853
S12368,35853
S12369,35853
S12370,35853
S12371,35853
S12372,35853
S12373,35853
S12374,35829
S12375,35829
S12376,1
S12377,0
S12378,6615
S12379,35853
S12380,35853
S12381,35853
S12382,35853
S12383,35853
S12384,35853
S12385,35853
S12386,35853
S12387,35853
S12388,35829
S12389,35829
S12390,1
S12391,0
S12392,6615
S12393,6615
S12394,6615
S12395,35853
S12396,35853
S12397,35853
S12398,35853
S12399,35853
S12400,35853
S12401,35853
S12402,35829
S12403,35829
S12404,35829
S12405,1
S12406,0
S12407,6615
S12408,6615
S12409,6615
S12410,6615
S12411,6615
S12412,1
S12413,0
S12414,6615
S12415,6615
S12416,6615
S12417,6615
S12418,1
S12419,0
S12420,6615
S12421,35853
S12422,35853
S12423,35853
S12424,35853
S12425,35853
S12426,35853
S12427,35853
S12428,35853
S12429,35853
S12430,35829
S12431,1
S12432,0
S12433,6615
S12434,6615
S12435,6615
S12436,35853
S12437,35853
S12438,35853
S12439,35853
S12440,35853
S12441,35853
S12442,35853
S12443,35829
S12444,35829
S12445,35829
S12446,35829
S12447,1
S12448,0
S12449,6615
S12450,6615
S12451,6615
S12452,35853
S12453,35853
S12454,35853
S12455,35853
S12456,35853
S12457,35853
S12458,35853
S12459,35829
S12460,35829
S12461,35829
S12462,35829
S12463,35829
S12464,35829
S12465,1
S12466,0
S12467,6615
S12468,6615
S12469,6615
S12470,6615
S12471,35853
S12472,35853
S12473,35853
S12474,35853
S12475,35853
S12476,35853
S12477,35829
S12478,35829
S12479,35829
S12480,1
S12481,0
S12482,6615
S12483,35853
S12484,35853
S12485,35853
S12486,35853
S12487,35853
S12488,35853
S12489,35853
S12490,35853
S12491,35853
S12492,35853
S12493,35853
S12494,35853
S12495,35853
S12496,35853
S12497,1
S12498,0
S12499,6615
S12500,6615
S12501,6615
S12502,35853
S12503,35853
S12504,35853
S12505,35853
S12506,35853
S12507,35853
S12508,35853
S12509,35829
S12510,35829
S12511,35829
S12512,35829
S12513,1
S12514,0
S12515,6615
S12516,6615
S12517,35853
S12518,35853
S12519,35853
S12520,35853
S12521,35853
S12522,35853
S12523,35853
S12524,35853
S12525,35829
S12526,35829
S12527,35829
S12528,35829
S12529,35829
S12530,35829
S12531,1
S12532,0
S12533,6615
S12534,6615
S12535,6615
S12536,6615
S12537,6615
S12538,6615
S12539,6615
S12540,35853
S12541,35853
S12542,35853
S12543,1
S12544,0
S12545,6615
S12546,6615
S12547,6615
S12548,6615
S12549,6615
S12550,6615
S12551,6615
S12552,6615
S12553,35853
S12554,1548
S12555,1
S12556,0
S12557,6615
S12558,35853
S12559,35853
S12560,35853
S12561,35853
S12562,35853
S12563,35853
S12564,35853
S12565,35853
S12566,35853
S12567,35853
S12568,35853
S12569,35853
S12570,35853
S12571,1
S12572,0
S12573,6615
S12574,6615
S12575,6615
S12576,35853
S12577,35853
S12578,35853
S12579,35853
S12580,35853
S12581,35853
S12582,35853
S12583,35829
S12584,35829
S12585,35829
S12586,1
S12587,0
S12588,6615
S12589,35853
S12590,35853
S12591,35853
S12592,35853
S12593,35853
S12594,35853
S12595,35853
S12596,35853
S12597,35853
S12598,35853
S12599,35853
S12600,35853
S12601,35853
S12602,1
S12603,0
S12604,6615
S12605,6615
S12606,6615
S12607,6615
S12608,1
S12609,0
S12610,6615
S12611,6615
S12612,6615
S12613,6615
S12614,6615
S12615,6615
S12616,6615
S12617,35853
S12618,35853
S12619,35853
S12620,1
S12621,0
S12622,6615
S12623,6615
S12624,6615
S12625,6615
S12626,35853
S12627,35853
S12628,35853
S12629,35853
S12630,35853
S12631,35853
S12632,35853
S12633,1
S12634,0
S12635,6615
S12636,6615
